stop_lat,zone_id,stop_lon,stop_id,stop_name,location_type
36.94733,,-76.2407,0056,OCEAN VIEW & CHESAPEAKE ST,0
36.94983,,-76.24585,0055,OCEAN VIEW & NORFOLK,0
36.95109,,-76.24792,0054,OCEAN VIEW & HAMMETT,0
37.02704,,-76.36727,2268,MICHIGAN & QUEEN,0
37.02621,,-76.36824,2269,QUEEN & BENTON,0
36.85044,,-76.25922,0619,CORPREW & OAKLAWN,0
36.85046,,-76.26102,0618,CORPREW & PRESIDENTIAL,0
36.84705,,-76.26999,0615,PARK & PRESIDENTIAL,0
36.85142,,-76.27772,0614,BRAMBLETON & TIDEWATER,0
36.85048,,-76.26287,0617,CORPREW & MARATHON,0
36.84919,,-76.26804,0616,PARK & BOND,0
36.85363,,-76.28323,0611,BRAMBLETON & POSEY,0
36.95632,,-76.2541,0610,OCEAN VIEW & FIRST VIEW,0
36.85301,,-76.28001,0613,BRAMBLETON & CHURCH,0
36.85338,,-76.28121,0612,BRAMBLETON & LINCOLN,0
37.01111,,-76.43274,2442,MARSHALL & HILTON,0
37.00917,,-76.43156,2443,MARSHALL & JAMES,0
37.01647,,-76.43289,2440,74TH & WICKHAM,0
37.01378,,-76.43442,2441,MARSHALL & 72ND,0
37.00444,,-76.4286,2446,MARSHALL & TEMPLE,0
37.00359,,-76.42808,2447,MARSHALL & GLOUCESTER 1,0
37.00763,,-76.43052,2444,MARSHALL & BRIARFIELD,0
36.79521,,-76.34733,2445,GUST & MARCY,0
37.00318,,-76.42782,2448,MARSHALL & GLOUCESTER 2,0
36.99986,,-76.4258,2449,MARSHALL & NANSEMOND,0
37.05066,,-76.42903,7866,BIG BETHEL & RADFORD 1,0
37.0295,,-76.34516,2046,KING & PEMBROKE,0
37.03065,,-76.34671,2047,HAMPTON TRANSFER CENTER (HTC),0
37.02737,,-76.34181,2045,EATON & MILL POINT,0
37.03314,,-76.33007,2042,PEMBROKE & CYPRESS,0
37.02361,,-76.35229,2040,KECOUGHTAN & CHAPEL,0
36.87598,,-76.25682,2041,LAFAYETTE & LENS,0
37.0359,,-76.34715,2048,KING & HUFFMAN,0
37.03681,,-76.34739,2049,KING & SALISBURY,0
36.88091,,-76.29483,0426,COLLEY & 39TH,0
36.87795,,-76.29489,0427,COLLEY & 35TH,0
36.82091,,-76.30121,9418,SEVENTH & MADISON,0
37.03848,,-76.38631,2839,COLISEUM & PINE CHAPEL,0
37.03001,,-76.36282,2838,LASALLE & MICHIGAN,0
36.8913,,-76.30192,0423,BOLLING & MONROE,0
36.84776,,-76.29157,9328,GRANBY & CITY HALL,0
36.84997,,-76.29042,9329,GRANBY & COLLEGE,0
36.87967,,-76.30375,0420,38TH & BOWDENS FERRY,0
36.84754,,-76.29181,9322,GRANBY & CITY HALL,0
36.84617,,-76.29222,9323,MAIN & GRANBY,0
36.85454,,-76.28873,9320,GRANBY & BRAMBLETON,0
36.87962,,-76.30528,0421,38TH & BLUESTONE,0
36.84576,,-76.28998,9326,MAIN & ATLANTIC,0
36.84629,,-76.29225,9327,MAIN & GRANBY,0
36.84565,,-76.28986,9324,MAIN & ATLANTIC,0
37.0245,,-76.35337,2834,SETTLERS LANDING & STEWART,0
36.8615,,-76.39248,2688,CHURCHLAND & HIGH,0
37.14425,,-76.51471,2689,DENBIGH & MCMANUS,0
37.13141,,-76.5326,2684,DENBIGH & ORIANA,0
37.13673,,-76.5234,2685,DENBIGH & MILLWOOD,0
37.13807,,-76.52063,2686,DENBIGH & JEFFERSON 1,0
37.13918,,-76.51919,2687,DENBIGH & JEFFERSON 2,0
37.12106,,-76.52629,2680,WARWICK & BLAND,0
37.12313,,-76.52902,2681,WARWICK & SHERWOOD,0
37.12517,,-76.53169,2682,WARWICK & CAMPBELL,0
37.12916,,-76.53689,2683,WARWICK & DENBIGH,0
36.83861,,-76.13684,1434,INDEPENDENCE & BONNEY,0
36.8204,,-76.12161,1435,HOLLAND & S. PLAZA,0
36.85686,,-76.02574,1432,FIRST COLONIAL & SOUTHHALL,0
36.79501,,-76.09392,1433,LYNNHAVEN & PRIMROSE,0
36.83319,,-76.3315,1623,CUTHERELL & MCKINLEY,0
37.09307,,-76.44764,3206,DAPHIA & SAUNDERS 2,0
36.82943,,-76.33172,1621,TURNPIKE & PHILLIPS,0
36.82762,,-76.33473,1620,TURNPIKE & HOWARD,0
36.94262,,-76.32226,5186,VIRGINIA & COLD STORAGE,0
37.0976,,-76.45587,3202,HARPERSVILLE & WENDFIELD,0
36.83461,,-76.33427,1625,HIGH & WATSON,0
36.83445,,-76.33255,1624,CUTHERELL & HIGH,0
37.09247,,-76.44545,3209,DAPHIA & SAUNDERS 1,0
37.0918,,-76.44594,3208,DAPHIA & SAINT EGNATIOS,0
37.06246,,-76.40689,2860,BUTLER FARM & LUCAS 3,0
37.06293,,-76.40528,2861,BUTLER FARM & MAGRUDER 1,0
37.06326,,-76.40201,2862,BUTLER FARM & MAGRUDER 2,0
37.06406,,-76.38991,2863,BUTLER FARM & WATTS,0
37.06419,,-76.38607,2864,ARMISTEAD & BUTLER FARM,0
37.06836,,-76.38479,2865,ARMISTEAD & SACRAMENTO,0
37.07178,,-76.38266,2866,ARMISTEAD & POTTER,0
37.0742,,-76.35035,2867,HAMMOND & KING,0
37.08641,,-76.39505,2868,MAGRUDER & FLOYD THOMPSON,0
37.0935,,-76.39418,2869,SEMPLE FARM & ARMISTEAD,0
36.87511,,-76.21512,1199,PRINCESS ANNE & KILMER,0
36.87399,,-76.21787,1198,PRINCESS ANNE & GABRIEL,0
36.8444,,-76.36658,3348,HIGH & DUKE,0
36.8181,,-76.3204,3349,PORTSMOUTH & STAUNTON,0
36.8668,,-76.23424,1191,PRINCESS ANNE & AZALEA GARDEN 2,0
36.86665,,-76.23539,1190,PRINCESS ANNE & AZALEA GARDEN 1,0
36.86774,,-76.22958,1193,PRINCESS ANNE & SEWELLS POINT,0
36.86714,,-76.23091,1192,PRINCESS ANNE & JUNIPER,0
36.87075,,-76.22385,1195,PRINCESS ANNE & MCNEAL,0
36.86898,,-76.22715,1194,PRINCESS ANNE & NORCOVA,0
36.81047,,-76.27766,3344,BAINBRIDGE & HOLLY,0
36.87193,,-76.22167,1196,PRINCESS ANNE & RIVER OAKS,0
36.81246,,-76.32806,1759,DEEP CREEK & EDISON,0
36.80897,,-76.32907,1758,DEEP CREEK & DEKALB,0
36.80649,,-76.32923,1757,GREENWOOD & DEEP CREEK,0
36.80637,,-76.33252,1756,GREENWOOD & MAUPIN,0
36.80623,,-76.33563,1755,GREENWOOD & INDEPENDENCE,0
36.80705,,-76.34802,1752,MCLEAN & GYGAX,0
36.85517,,-76.26945,1177,PRINCESS ANNE & HANSON,0
36.85613,,-76.27238,1176,PRINCESS ANNE & TIDEWATER,0
36.85705,,-76.2752,1175,PRINCESS ANNE & CHAPEL,0
36.85773,,-76.27713,1174,PRINCESS ANNE & WIDE,0
36.8582,,-76.27859,1173,PRINCESS ANNE & CHURCH,0
36.85976,,-76.28343,1172,PRINCESS ANNE & SALTER,0
36.86098,,-76.28864,1170,PRINCESS ANNE & GRANBY,0
36.85376,,-76.26424,1179,PRINCESS ANNE & PARK,0
36.85463,,-76.2677,1178,PRINCESS ANNE & RESERVOIR (BTHS),0
37.05677,,-76.39134,5530,MEDICAL & COLISEUM,0
36.83941,,-75.97406,5536,PACIFIC & 11TH,0
36.76668,,-76.01365,5534,GENERAL BOOTH & LONDON BRIDGE,0
36.83445,,-75.97251,1285,PACIFIC & 6TH,0
36.84406,,-75.97521,1287,PACIFIC & 16TH,0
36.83925,,-75.97389,1286,PACIFIC & 11TH,0
36.86017,,-75.97968,1281,PACIFIC & 32ND,0
36.86112,,-75.97992,1280,PACIFIC & 33RD,0
36.85199,,-75.97748,1283,PACIFIC & 24TH,0
36.85436,,-75.97811,1282,PACIFIC & 26TH,0
36.81729,,-76.26612,1289,LIBERTY & OLD ATLANTIC,0
36.80344,,-76.26301,1288,ATLANTIC & NARROW,0
36.79756,,-76.32579,1579,GEORGE WASHINGTON & WOODLAND,0
36.79632,,-76.32654,1578,GEORGE WASHINGTON & RODGERS,0
36.81022,,-76.35834,1571,VICTORY & ELMHURST,0
36.81105,,-76.35245,1570,MCLEAN & BELMONT,0
36.79523,,-76.32907,1577,VICTORY & HURON,0
36.79571,,-76.33202,1576,VICTORY & SEBAGO,0
36.79598,,-76.3353,1575,VICTORY & DEEP CREEK,0
36.78409,,-76.09668,1530,UNIVERSITY & FACULTY,0
36.84105,,-76.19023,8011,NEWTOWN,0
36.84146,,-76.21313,8010,MILITARY,0
37.01905,,-76.35259,2037,KECOUGHTAN & COLUMBIA,0
37.01625,,-76.35286,2036,KECOUGHTAN & SUNSET,0
37.00235,,-76.44335,5627,NORTH GATE GRUMMAN SHELTER,0
36.80888,,-76.2136,5622,COLLEGE PARK & BRYNMAWR,0
36.80896,,-76.21379,5621,COLLEGE PARK & BENNINGTON,0
36.82133,,-76.05294,5620,PRECISION & LONDON BRIDGE,0
36.86707,,-76.02969,1371,FIRST COLONIAL & CAMELOT,0
36.84035,,-76.06373,1370,LYNNHAVEN & SOUTHERN,0
36.87231,,-76.031,1372,MILL DAM & TEMPLETON,0
36.89522,,-76.06006,1375,GREAT NECK & GREEN HILL,0
36.88429,,-76.04719,1374,GREAT NECK & GODFREY,0
36.91123,,-76.07242,1377,SHORE & EBB TIDE,0
36.91213,,-76.06958,1376,SHORE & GREAT NECK,0
36.90755,,-76.10813,1379,SHORE & SHADY OAKS,0
36.90797,,-76.09711,1378,SHORE & STRATFORD,0
37.0095,,-76.35525,2032,KECOUGHTAN & ARMSTRONG,0
36.83311,,-76.26224,3836,CAMPOSTELLA & ELKIN,0
37.01347,,-76.37231,2331,SHELL & MELVILLE,0
36.83052,,-76.254,3831,INDIAN RIVER & FORD,0
36.85233,,-76.27881,3832,BRAMBLETON & CHAPEL,0
36.85357,,-76.27503,3833,TIDEWATER & BAGNALL,0
37.00835,,-76.35902,2030,KECOUGHTAN & LASALLE,0
36.82571,,-76.26428,3838,MELON & VINE,0
36.82493,,-76.26665,3839,BERKLEY & CRYSTAL,0
36.72547,,-76.24136,0840,BATTLEFIELD & TILDEN,0
36.72181,,-76.24041,0841,BATTLEFIELD & LOCKS,0
36.71795,,-76.23957,0842,BATTLEFIELD & ALBEMARLE,0
36.71561,,-76.24885,0843,SHEA & CONQUEST (City Hall),0
36.71955,,-76.2872,0844,CEDAR & LAS GAVIOTAS,0
36.72491,,-76.29538,0845,CEDAR & CAHOON (TCC),0
36.71703,,-76.23917,0846,BATTLEFIELD & CEDAR,0
36.73,,-76.24075,0849,BATTLEFIELD & WELCH,0
36.87469,,-76.2646,0530,TIDEWATER & SAINT DENIS,0
36.87613,,-76.26408,0532,TIDEWATER & BELLEVUE,0
36.87984,,-76.26265,0534,TIDEWATER & PERSHING,0
36.88353,,-76.2612,0535,TIDEWATER & ALSACE,0
36.88523,,-76.26057,0536,TIDEWATER & BAPAUME,0
36.8878,,-76.25967,0537,TIDEWATER & WILLOW WOOD,0
36.89085,,-76.25851,0538,TIDEWATER & NORVIEW,0
36.90151,,-76.25638,0539,TIDEWATER & WIDGEON,0
36.87214,,-76.29049,0726,COLONIAL & 25TH,0
36.87495,,-76.28922,0728,COLONIAL & 29TH,0
36.93167,,-76.24426,0348,CHESAPEAKE & FISHERMANS (mdblk bet Bayview & Fish),0
37.01358,,-76.36606,2333,VICTORIA & ALGONQUIN,0
36.82345,,-76.26982,1244,WILSON & LANDSWORTH,0
37.09393,,-76.44774,3205,DAPHIA & SAUNDERS 1,0
36.99273,,-76.41271,2309,35TH & ROANOKE,0
36.99163,,-76.41547,2308,35TH & ORCUTT,0
36.87142,,-76.27577,0288,26TH & RUFFIN,0
36.87277,,-76.27354,0289,26TH & VILLA,0
36.87036,,-76.27774,0286,26TH & GAZEL,0
36.98034,,-76.42982,2300,28TH & HUNTINGTON,0
36.95429,,-76.25551,0284,FIRST VIEW & BALVIEW,0
36.87015,,-76.27904,0285,26TH & FAWN,0
36.75651,,-76.00828,0282,ELSON GREEN & UPTON,0
36.7622,,-76.00834,0283,NIMMO & UPTON,0
36.991,,-76.41704,2307,35TH & WICKHAM,0
36.86918,,-76.30085,0281,HAMPTON & SPOTSWOOD,0
36.86273,,-76.25041,0992,BALLENTINE & TARRANT,0
36.86099,,-76.24821,0993,PRINCESS ANNE & RAILROAD,0
36.86783,,-76.25169,0990,BALLENTINE & TAIT,0
36.86598,,-76.25121,0991,BALLENTINE & MCLEMORE,0
36.86398,,-76.27902,0448,CHURCH & 18TH,0
36.85546,,-76.24874,0997,BALLENTINE & HOLLISTER,0
36.86288,,-76.24443,0994,PRINCESS ANNE & INGLESIDE 1,0
36.86315,,-76.24387,0995,PRINCESS ANNE & INGLESIDE 2,0
36.86862,,-76.28996,0444,21ST & DEBREE,0
36.86808,,-76.28747,0445,21ST & LLEWELLYN,0
36.85745,,-76.24901,0998,BALLENTINE & DOGAN,0
36.86656,,-76.28499,0447,20TH & MONTICELLO,0
36.88454,,-76.30817,0440,ELKHORN & 43RD,0
36.87954,,-76.30482,0441,38TH & BOWDENS FERRY,0
36.87103,,-76.29649,0442,21ST & COLLEY,0
36.86938,,-76.29289,0443,21ST & COLONIAL,0
36.88492,,-76.30262,0264,HAMPTON & 45TH,0
36.88285,,-76.30252,0265,HAMPTON & 43RD,0
36.88151,,-76.30239,0266,HAMPTON & 40TH,0
36.87568,,-76.30201,0267,HAMPTON & 25TH,0
36.89223,,-76.30412,0260,HAMPTON & BRUNSWICK,0
36.89078,,-76.3039,0261,HAMPTON & BOLLING,0
36.88712,,-76.30277,0262,HAMPTON & 49TH,0
36.88634,,-76.3027,0263,HAMPTON & 47TH,0
36.87145,,-76.30137,0268,HAMPTON & WOODROW,0
36.86736,,-76.30049,0269,HAMPTON & MAURY,0
37.02606,,-76.38507,2275,QUEEN & BUCKINGHAM,0
37.02578,,-76.38194,2274,QUEEN & INLANDVIEW (Tidewater Apt.),0
37.03444,,-76.39257,2277,POWER PLANT & PINE CHAPEL,0
36.81125,,-76.36323,2276,AIRLINE & HYMAN,0
37.02495,,-76.37231,2271,QUEEN & RED ROBIN,0
37.02588,,-76.37002,2270,QUEEN & MCDONALD,0
37.02396,,-76.37431,2272,QUEEN & ADRIAN,0
37.04641,,-76.39632,2279,EXECUTIVE & CUNNINGHAM 1,0
36.80985,,-76.36683,2278,AIRLINE & WESTGATE PLAZA,0
36.90574,,-76.24351,0668,SEWELLS POINT & KENNEDY,0
36.90449,,-76.243,0669,SEWELLS POINT & KITTRELL,0
36.79377,,-76.23456,0198,OLD GREENBRIAR & JUNIPER,0
36.79414,,-76.23447,0199,OLD GREENBRIAR & JUNIPER,0
37.02031,,-76.36137,2337,SHELL & WORSTER,0
36.86046,,-76.28691,0192,MONTICELLO & PRINCESS ANNE,0
36.90665,,-76.24386,0661,SEWELLS POINT & KANE,0
36.90829,,-76.2447,0662,SEWELLS POINT & AVENUE E,0
36.91143,,-76.24629,0663,SEWELLS POINT & AVENUE H,0
36.91326,,-76.24776,0664,SEWELLS POINT & AVENUE I,0
36.91248,,-76.24712,0665,SEWELLS POINT & AVENUE I,0
36.85763,,-76.28681,0194,MONTICELLO & VIRGINIA BEACH,0
36.85512,,-76.28706,0195,MONTICELLO & STARKE,0
36.99123,,-76.40885,2459,CHESTNUT & 32ND,0
36.99391,,-76.41388,2458,ROANOKE & 37TH,0
36.99676,,-76.41848,2455,ORCUTT & 43RD,0
36.99546,,-76.41786,2454,41ST & ORCUTT,0
36.99437,,-76.41414,2457,ROANOKE & 38TH,0
36.99657,,-76.4155,2456,ROANOKE & 41ST,0
36.99584,,-76.42332,2451,MARSHALL & 44TH,0
36.99839,,-76.42492,2450,MARSHALL & 48TH,0
36.99496,,-76.41941,2453,41ST & NEWSOME,0
36.99403,,-76.42151,2452,41ST & MARSHALL,0
37.04169,,-76.34834,2051,KING & PLAZA,0
37.03946,,-76.34815,2050,KING & RIP RAP,0
37.04445,,-76.35419,2053,DOOLITTLE & LANGLEY SQUARE,0
37.04417,,-76.35098,2052,SALEM & DOOLITTLE,0
37.04463,,-76.35863,2054,DOOLITTLE & SELDENDALE,0
37.03948,,-76.3731,2057,ARMISTEAD & WESTMINSTER,0
37.03639,,-76.36689,2056,ARMISTEAD & LAKE HAMPTON,0
37.03989,,-76.37843,2059,PINE CHAPEL & BARRACK,0
37.04104,,-76.37641,2058,ARMISTEAD & PINE CHAPEL,0
36.93746,,-76.22025,0067,OCEAN VIEW & INLET,0
36.94039,,-76.22861,0064,OCEAN VIEW & BEAUMONT,0
36.9392,,-76.22538,0065,OCEAN VIEW & GROVE,0
36.94204,,-76.2319,0062,OCEAN VIEW & STURGIS,0
36.80271,,-76.13238,1506,PRINCESS ANNE & PLAZA,0
36.80007,,-76.35181,3779,VICTORY & GREENWOOD,0
36.93646,,-76.21722,0068,OCEAN VIEW & 1ST BAY,0
36.93546,,-76.21459,0069,OCEAN VIEW & 2ND BAY,0
36.78313,,-76.33438,3778,GEORGE WASHINGTON & WOODLAND,0
36.85452,,-76.28861,9330,GRANBY & BRAMBLETON,0
36.82718,,-76.16218,1508,PRINCESS ANNE & OVERLAND,0
36.99743,,-76.43083,3225,JEFFERSON & 50TH,0
37.13274,,-76.53116,2699,DENBIGH & POCAHANTAS,0
37.13692,,-76.52328,2698,DENBIGH & SAINT ANDREWS,0
37.138,,-76.52101,2697,DENBIGH & JEFFERSON 2,0
37.13952,,-76.51915,2696,DENBIGH & JEFFERSON 1,0
37.14246,,-76.51661,2695,DENBIGH & CEDARWOOD,0
37.1445,,-76.51476,2694,DENBIGH & MCMANUS,0
37.14636,,-76.51309,2693,DENBIGH & RIDGEWOOD,0
37.14861,,-76.50542,2692,OLD DENBIGH & WOODSIDE,0
37.1489,,-76.51056,2691,DENBIGH & OLD DENBIGH,0
37.14612,,-76.51304,2690,DENBIGH & RIDGEWOOD,0
36.81705,,-76.36546,1602,PORTSMOUTH & CATAWBA,0
36.77881,,-76.09647,3221,PRINCESS ANNE & CONCERT 2,0
36.98847,,-76.42532,3220,JEFFERSON & 36TH,0
36.99488,,-76.42926,3223,JEFFERSON & 46TH,0
36.85826,,-76.28453,3222,SALTER & PRINCESS ANNE,0
36.79485,,-76.09398,1362,LYNNHAVEN & PRIMROSE,0
37.01536,,-76.44191,3232,JEFFERSON & RIVERLAND,0
37.00886,,-76.4379,3230,JEFFERSON & HILTON,0
37.01153,,-76.43955,3231,JEFFERSON & 72ND,0
37.02583,,-76.44834,3237,JEFFERSON & WILCOX,0
36.82419,,-76.34035,1618,TURNPIKE & LENORA,0
36.82545,,-76.33831,1619,TURNPIKE & FREDERICK,0
36.81512,,-76.35548,1616,MCLEAN & TURNPIKE,0
36.81928,,-76.34844,1617,TURNPIKE & UTAH,0
36.81819,,-76.37244,1614,PORTSMOUTH & BYERS,0
36.8143,,-76.35526,1615,MCLEAN & COURT,0
36.81935,,-76.37918,1612,PORTSMOUTH & HAYSOM,0
36.81848,,-76.37418,1613,PORTSMOUTH & STANLEY,0
36.8217,,-76.42099,1610,PORTSMOUTH & CAPRI,0
36.82079,,-76.3874,1611,PORTSMOUTH & ROBIN,0
36.79636,,-76.08832,1363,LYNNHAVEN & CRIMSON HOLLY,0
37.0859,,-76.3821,2873,ARMISTEAD & FLOYD THOMPSON,0
37.0887,,-76.38414,2872,ARMISTEAD & SONNY HUCHINS,0
37.14519,,-76.52519,2871,JEFFERSON & HANOVER,0
37.09256,,-76.39015,2870,ARMISTEAD & SPINNAKER,0
37.06417,,-76.39006,2877,BUTLER FARM & WATTS,0
37.06502,,-76.38614,2876,ARMISTEAD & BUTLER FARM,0
37.06817,,-76.3851,2875,ARMISTEAD & SACRAMENTO,0
37.07007,,-76.38395,2874,ARMISTEAD & NETTLES,0
37.05604,,-76.39829,2879,HARDY CASH & EXECUTIVE,0
37.05595,,-76.40107,2878,HARDY CASH & HAMPTON CLUB,0
36.79589,,-76.11554,3355,LYNHAVEN & AMBERLEY FOREST,0
36.85661,,-76.28004,3354,VIRGINIA BEACH & LINCOLN,0
37.04627,,-76.39481,3357,CUNNINGHAM & EXECUTIVE,0
37.09886,,-76.47593,3356,CANON & ACHIEVEMENT,0
36.84417,,-76.07322,3351,VIRGINIA BEACH & LYNNHAVEN,0
37.08492,,-76.47255,3358,THIMBLE SHOALS & MOBJACK,0
36.82415,,-76.3215,1768,LINCOLN & DEEP CREEK,0
36.82417,,-76.3206,1769,LINCOLN & AZALEA,0
36.79378,,-76.09897,1361,ROSEMONT & PRIMROSE,0
36.82008,,-76.32445,1762,COLUMBUS & LEXINGTON,0
36.82103,,-76.32489,1763,COLUMBUS & JEFFERSON,0
36.81457,,-76.32929,1760,DEEP CREEK & PENNOCK,0
36.81771,,-76.32684,1761,DEEP CREEK & FREDERICK,0
36.82406,,-76.32432,1766,LINCOLN & NASHVILLE,0
36.82409,,-76.32339,1767,LINCOLN & EVERGREEN,0
36.82251,,-76.32497,1764,COLUMBUS & PALMER,0
36.824,,-76.32503,1765,COLUMBUS & LINCOLN,0
36.85584,,-76.20793,1142,VIRGINIA BEACH & MILITARY,0
36.85606,,-76.21453,1143,VIRGINIA BEACH & BRIAR HILL,0
36.85546,,-76.19763,1140,VIRGINIA BEACH & BURLING,0
36.85566,,-76.2025,1141,VIRGINIA BEACH & GLENROCK,0
36.85613,,-76.23186,1146,VIRGINIA BEACH & AZALEA GARDEN 1,0
36.8527,,-76.24988,1147,VIRGINIA BEACH & BALLENTINE,0
36.85631,,-76.21899,1144,VIRGINIA BEACH & RABY,0
36.85639,,-76.22187,1145,VIRGINIA BEACH & PECAN POINT,0
36.85237,,-76.25277,1148,VIRGINIA BEACH & MERRIMAC,0
36.85231,,-76.25511,1149,VIRGINIA BEACH & NORCHESTER,0
36.82326,,-76.26273,5509,BERKLEY & VERNON,0
36.81921,,-76.31102,1546,PORTSMOUTH & ELM 1,0
36.81941,,-76.31284,1547,PORTSMOUTH & ELM 2,0
36.81697,,-76.32589,1544,PORTSMOUTH & FREDERICK,0
36.81888,,-76.30904,1543,PORTSMOUTH & CHESTNUT,0
36.81514,,-76.14453,1540,PRINCESS ANNE & EDWIN,0
36.82561,,-76.15878,1541,PRINCESS ANNE & FOREST,0
37.03596,,-76.39559,2383,POWER PLANT & TALL PINE,0
36.81859,,-76.31839,1549,PORTSMOUTH & DES MOINES,0
37.03707,,-76.39807,2382,POWER PLANT & QUEEN,0
36.85887,,-76.29642,0203,OLNEY & COLONIAL,0
36.77978,,-76.33745,1784,CAMELOT & GEORGE WASHINGTON,0
36.78324,,-76.34663,1785,KING AUTHUR & AARON,0
37.02607,,-76.3563,2262,QUEEN & BACKRIVER,0
37.02609,,-76.35824,2263,QUEEN & MAPLEWOOD,0
37.04364,,-76.38946,2841,COLISEUM & MERCURY,0
37.02575,,-76.35047,2260,QUEEN & ARMISTEAD,0
36.81601,,-76.36149,5618,PORTSMOUTH & MOHAWK,0
37.02585,,-76.35327,2261,QUEEN & STEWART,0
37.02936,,-76.35276,5612,PEMBROKE & WAVERLY,0
37.02835,,-76.3629,2266,LASALLE & GEORGIA,0
36.85803,,-75.9791,5718,PACIFIC & 30TH,0
36.82017,,-76.32467,5616,COLUMBUS & LEXINGTON,0
36.93466,,-76.25412,5617,TIDEWATER & NEW,0
36.95933,,-76.26026,5614,OCEAN VIEW & 4TH VIEW,0
37.02891,,-76.36705,2267,MICHIGAN & LASALLE,0
36.90789,,-76.10005,1388,SHORE & ROCKBRIDGE,0
37.02611,,-76.35994,2264,QUEEN & DOGWOOD,0
36.90426,,-76.12596,1384,SHORE & GREENWELL,0
36.90548,,-76.11992,1385,SHORE & TREASURE ISLAND,0
36.90733,,-76.10761,1386,SHORE & SUNVISTA,0
36.90772,,-76.10266,1387,SHORE & MYSTIC COVE,0
36.90703,,-76.11311,1380,SHORE & BAYVILLE,0
36.90579,,-76.11963,1381,SHORE & TREASURE ISLAND,0
36.90491,,-76.12394,1382,SHORE & TREASURE ISLAND (mid-block),0
36.90443,,-76.12637,1383,SHORE & VANTAGE,0
36.81313,,-76.25846,3826,PARKSIDE & CAMPOSTELLA,0
36.80548,,-76.2558,3825,CAMPOSTELLA & HUNTERDALE,0
36.71354,,-76.25379,3823,CEDAR & BARTELL,0
36.70991,,-76.26483,3822,CEDAR & PINES OF WARRICK,0
36.71481,,-76.28157,3821,CEDAR & CEDAR COMMONS,0
36.71958,,-76.28751,3820,CEDAR & LAS GAVIOTAS,0
36.75823,,-76.24935,0853,BATTLEFIELD & LENORE,0
36.7549,,-76.24783,0852,BATTLEFIELD & OAK GROVE,0
36.74543,,-76.2444,0851,BATTLEFIELD & MEDICAL,0
36.74108,,-76.2428,0850,BATTLEFIELD & GAINSBOROUGH,0
36.81576,,-76.25879,0857,BORDER & BETHEL,0
36.81368,,-76.2491,0856,STALHAM & SHADY,0
36.81163,,-76.24963,0855,STALHAM & FIRESIDE,0
